,0
0,0.9747394490693587
1,0.9747601626583414
2,0.9747808411563655
3,0.9748014846226788
4,0.974822093116444
5,0.9748426666967379
6,0.9748632054225524
7,0.9748837093528033
8,0.974904178546323
9,0.9749246130618764
10,0.9749450129581532
11,0.9749653782937752
12,0.9749857091272984
13,0.9750060055172133
14,0.9750262675219522
15,0.9750464951998863
16,0.9750666886093332
17,0.9750868478085524
18,0.9751069728557575
19,0.9751270638091082
20,0.9751471207267186
21,0.9751671436666577
22,0.9751871326869526
23,0.9752070878455864
24,0.9752270092005048
25,0.9752468968096175
26,0.9752667507307969
27,0.9752865710218833
28,0.9753063577406832
29,0.9753261109449758
30,0.9753458306925097
31,0.9753655170410064
32,0.9753851700481624
33,0.9754047897716527
34,0.9754243762691246
35,0.975443929598208
36,0.9754634498165142
37,0.9754829369816304
38,0.9755023911511292
39,0.9755218123825724
40,0.9755412007334979
41,0.9755605562614349
42,0.9755798790238992
43,0.975599169078392
44,0.9756184264824069
45,0.9756376512934267
46,0.9756568435689229
47,0.9756760033663592
48,0.9756951307431941
49,0.975687993970097
50,0.9757074624348467
51,0.9757268974252017
52,0.9757462989991056
53,0.9757656672145371
54,0.9757850021295229
55,0.9758043038021293
56,0.9758235722904632
57,0.9758428076526758
58,0.9758620099469574
59,0.9758811792315445
60,0.9759003155647087
61,0.9759194190047641
62,0.9753967525691958
63,0.9759548488290143
64,0.9759738582452129
65,0.9759928349915779
66,0.9754654272491229
67,0.9760280261826303
68,0.9760469095469668
69,0.975517339999077
70,0.9760819238950434
71,0.9761007143549131
72,0.9761194725351533
73,0.9755852146235142
74,0.9761542511162417
75,0.9761729170386831
76,0.9756365277830626
77,0.9762075209192029
78,0.9762260950649848
79,0.9762446373238444
80,0.9757036121861934
81,0.9762790083271083
82,0.9762974594604154
83,0.9757543332038451
84,0.976331657922655
85,0.9763500184147952
86,0.9758048021019473
87,0.9763840452622486
88,0.9764023155988982
89,0.9764205546120591
90,0.9758707741839489
91,0.9764543527409099
92,0.9764725022552098
93,0.9759206616699179
94,0.9765061309503037
95,0.9765241914540863
96,0.9759703016583424
97,0.9765576516500966
98,0.9760514629225807
99,0.9756672271577793
100,0.9760319856769208
101,0.976099044753374
102,0.9761177821295807
103,0.9760758067954254
104,0.9761491247089557
105,0.9757651653068066
106,0.9761214658286755
107,0.9761962192373931
108,0.9761522025396291
109,0.9762273010289025
110,0.9762457998614046
111,0.9761954337468434
112,0.9762767220655935
113,0.9758927727249156
114,0.9762404891489967
115,0.976323179799556
116,0.9763415006420763
117,0.9762832844081678
118,0.9763721100821577
119,0.9759884078406053
120,0.9763278936356526
121,0.9764180935899663
122,0.9764362385431511
123,0.9763702580854167
124,0.976791360047561
125,0.9765219501184704
126,0.9765837540110556
127,0.9757502561734716
128,0.9757696208976755
