,0
0,0.4056014068656864
1,0.40563170416518507
2,0.4056040623966823
3,0.4055209659632227
4,0.4053848370869803
5,0.40519803453244446
6,0.40496285260451054
7,0.4046815204054624
8,0.3921101242799904
9,0.40472681023924845
10,0.3942041178125955
11,0.3955372770931494
12,0.40495844197096836
13,0.3974776055375701
14,0.40475576879819014
15,0.3993251490556778
16,0.4004877024180356
17,0.4046481371251656
18,0.4021792718100214
19,0.4042393680388578
20,0.4037778513243239
21,0.4047690604488106
22,0.40571118466436035
23,0.40621192232870856
24,0.407093627726176
25,0.40756295990893693
26,0.40838461317119196
27,0.4091582000501654
28,0.4095823784429961
29,0.4102968381928623
30,0.41069063219550267
31,0.4113465749686423
32,0.41195589475435407
33,0.41230578722199146
34,0.4128578858432104
35,0.41317871687776414
36,0.41367438798625317
37,0.4139668118185688
38,0.4144069007993659
39,0.41480281289146576
40,0.41505406424736685
41,0.41539603756103544
42,0.41562050167419645
43,0.41590949553284146
44,0.4161078977408161
45,0.41634490093347304
46,0.4165179748480287
47,0.4167040009769733
48,0.4168493831692886
49,0.4169857978705139
50,0.41708208542564434
51,0.41719503663792207
52,0.41724329203297034
53,0.41733355481868556
54,0.417334850289333
55,0.4174032025512972
56,0.4173586172126647
57,0.41727711035139464
58,0.41731399287506526
59,0.41718857294637374
60,0.4172055602293329
61,0.41703731286891005
62,0.4170352029244054
63,0.41682521147652934
64,0.4168048015420979
65,0.41655414547123365
66,0.4165162317171019
67,0.41622598520691517
68,0.415903277723734
69,0.41584077463748065
70,0.41548042511659683
71,0.4154025182215921
72,0.41500557855250236
73,0.4149130662142801
74,0.414480578481946
75,0.41437425536775246
76,0.4139072511800463
77,0.41378790800295145
78,0.41328740790384183
79,0.4131558311388976
80,0.41262284409463673
81,0.4120623553370593
82,0.411914609145237
83,0.4113234743547491
84,0.4111655991396715
85,0.41054478932194677
86,0.4103775569111557
87,0.4097280297110452
88,0.40955220515852314
89,0.40887490462818815
90,0.40869124583429134
91,0.407987102216028
92,0.4077963595103407
93,0.4070662890283118
94,0.4063133146988703
95,0.4061147660197542
96,0.40533755829344437
97,0.40513394954217224
98,0.40433337973139954
99,0.4041254298708808
100,0.4033023544586289
101,0.40309077205437244
102,0.40224603253060015
103,0.4012096609732489
104,0.4001476251230826
105,0.39906097604543395
106,0.3979507516617837
107,0.3968179762476592
108,0.3956636599002013
109,0.3944887979828999
110,0.39329437055483735
111,0.39208134179161763
112,0.390850659404856
113,0.3896032540668239
114,0.3883400388464516
115,0.38706190866248863
116,0.38576973975916157
117,0.3844643892091896
118,0.3858967708938316
119,0.38734967509116075
120,0.38878204230229846
121,0.3901939008719591
122,0.39158529139256687
123,0.39295626637126974
124,0.3943068898756103
125,0.39563723715968596
126,0.3969473942727238
127,0.3982374576520559
128,0.3995075337025113
129,0.40075773836427425
130,0.4019881966712358
131,0.4031990423018635
132,0.40439041712455687
133,0.40556247073941726
134,0.4067153600182913
135,0.407849248644861
136,0.40896430665648414
137,0.41006070998937155
138,0.4111386400286153
139,0.41219828316444734
140,0.4132398303560269
141,0.4142634767039273
142,0.41526942103238357
143,0.41625786548227334
144,0.4172290151156574
145,0.41818307753263645
146,0.4191202625011515
147,0.4200407816002741
148,0.42094484787741054
149,0.42183267551978926
150,0.4227044795404689
151,0.4235604754790662
152,0.424400879117286
153,0.4252259062092972
154,0.42603577222690286
