,0
0,0.4263058127450083
1,0.4287518359587355
2,0.43089226990155965
3,0.433265163449785
4,0.4349146411930673
5,0.4369950068560425
6,0.4381859081280331
7,0.43999434544963995
8,0.44076111745647756
9,0.44130521257540606
10,0.4427509273319061
11,0.44292460268802464
12,0.4441470206499049
13,0.4439848962056287
14,0.445002907681221
15,0.44453818843183496
16,0.44536921822750547
17,0.4446332721767538
18,0.4452931912663966
19,0.44431529127529784
20,0.44481842446042413
21,0.4452278042347831
22,0.4439352268346634
23,0.4442105077021106
24,0.44440127097726495
25,0.4428455941897517
26,0.4429216702143341
27,0.4429212683995732
28,0.4411470105906187
29,0.4410485180186576
30,0.4408805767135468
31,0.44064699737271046
32,0.4403514015026622
33,0.4399972358135284
34,0.4395877850693635
35,0.43912618352251914
36,0.4386154250640379
37,0.4380583722216785
38,0.4374577641335918
39,0.43681622361954947
40,0.4361362634637809
41,0.4354202920144044
42,0.43467061819474845
43,0.433889456011926
44,0.43307892863819647
45,0.4333062041885963
46,0.43239937222712316
47,0.43252457872037126
48,0.43257270482684934
49,0.43152192968313624
50,0.4314828835791011
51,0.43137395697356345
52,0.4302049018324508
53,0.4487878726309739
54,0.4504970947609171
55,0.4521304784934069
56,0.4536910638573846
57,0.45518205997849875
58,0.4566068018322585
59,0.4579687086900926
60,0.4592712448985305
61,0.45881115369857123
62,0.4600585257649978
63,0.4612558450463295
64,0.4607371394716127
65,0.4618906325566186
66,0.4630016767249346
67,0.4624328815140814
68,0.4635080434743349
69,0.46454678668763777
70,0.46393259443878626
71,0.46494057507311587
72,0.4659167690993928
73,0.46686294251390764
74,0.46619585859253426
75,0.4671153814931371
76,0.46800798495386114
77,0.4672970847399503
78,0.46816362738149303
79,0.4690053485219385
80,0.46982321377782127
81,0.4690581884051637
82,0.4698493636853756
83,0.47061770657619234
84,0.47136380674993333
85,0.470541876816749
86,0.4712589621027294
87,0.47058057756862165
88,0.4712894154136779
89,0.4690744387495733
90,0.46844337607645575
91,0.46784163374841886
92,0.4260488417937786
93,0.426079337092593
94,0.4274390160803501
95,0.4287340484584527
96,0.4305348373547802
97,0.4316988822702564
98,0.43280180624686077
99,0.4338450346170462
100,0.4353650992286809
101,0.43629012684067486
102,0.4371597868078773
103,0.43797573893201275
104,0.4387396804567035
105,0.4394533358440929
106,0.44011844679039663
107,0.44073676267539036
108,0.4413100315973599
109,0.4418399921034833
110,0.44232836568744477
111,0.4427768500924301
112,0.4431871134288224
113,0.44356078909228874
114,0.44389947144928127
115,0.44420471224305996
116,0.4444780176637119
117,0.44472084601975764
118,0.4449346059463523
119,0.44512065508507287
120,0.4452802991725045
121,0.4454147914785755
122,0.44552533254054644
123,0.4456130701442323
124,0.4456790995100955
125,0.4457244636479805
126,0.44575015385026845
127,0.404325751972141
128,0.4039384026324581
129,0.4433922600098508
130,0.40281205852829594
131,0.44213324241763413
132,0.4010911454691589
133,0.44080927517337826
134,0.3991839420428625
135,0.43942589143910554
136,0.3972333580674685
137,0.437987735601613
138,0.4380442565937143
139,0.39299534553702753
140,0.3933663166148613
141,0.4349225020064627
142,0.43500242751807777
143,0.38916636665891535
144,0.433392010732572
145,0.43346262066450997
146,0.43351123171232103
147,0.4335386115546051
148,0.4335454771379889
149,0.4335324971828954
150,0.4335002946263086
151,0.433449449004002
152,0.43338049877371204
153,0.4332939435798961
154,0.4331902464600716
155,0.433069835992203
156,0.4329331083822355
157,0.43278042949064205
158,0.43261213679669935
159,0.43242854129918257
160,0.4322299293522143
161,0.43201656443510744
162,0.43178868885522187
163,0.43154652538305055
164,0.43129027881900067
165,0.43102013749158524
166,0.430736274687015
167,0.4304388500104483
168,0.43012801067943324
169,0.42980389275031655
170,0.42946662227866755
171,0.4291163164149551
172,0.4287530844369613
173,0.4283770287205699
174,0.42798824565074217
175,0.42758682647463525
176,0.42717285809891753
177,0.4267464238334407
178,0.4263076040834783
179,0.42585647699280954
180,0.4253931190399221
181,0.42491760558963804
182,0.424430011402439
183,0.4239304111037426
184,0.42341887961533836
185,0.4228954925511326
186,0.42236032657928063
187,0.4218134597527204
188,0.42125497181000776
189,0.4206849444482948
190,0.4201034615701637
191,0.4195106095059474
192,0.41890647721305313
193,0.41829115645370246
194,0.4176647419523987
195,0.41702733153431754
196,0.4163790262457318
197,0.41571993045746186
198,0.41505015195226486
199,0.41436980199696544
200,0.4136789954000724
201,0.4129778505555128
202,0.4122664894730648
203,0.4115450377959962
204,0.4108136248063537
205,0.4345221450088998
206,0.43393442415132727
207,0.433314978933001
208,0.43267134129523727
209,0.4320105958729788
210,0.4313393672905281
211,0.430663811679919
212,0.4299896122938284
213,0.42932197902315256
214,0.42866565157792674
215,0.4280249060490286
216,0.4274035645367284
217,0.42680500751009104
218,0.4262321885478885
219,0.42568765110620105
220,0.42517354695954185
221,0.42469165597022224
222,0.4242434068539562
223,0.42382989862749215
224,0.4234519224455799
225,0.42310998355896007
226,0.4231182720951783
227,0.42375234793806765
228,0.424351530585317
229,0.42491643735987744
230,0.4254476468521578
231,0.42594570217688627
232,0.42641111411620974
233,0.4268443641287191
234,0.42724590720747363
235,0.4276161745733242
236,0.427955576192858
237,0.42826450311315906
238,0.4285433296082561
239,0.42879241513468586
240,0.4290121060959215
241,0.42920273741763054
242,0.42936463393771157
243,0.42949811161687873
244,0.42960347857717623
245,0.4296810359772169
246,0.42973107873412414
247,0.42975389610313847
248,0.42974977212659576
249,0.4297189859645139
250,0.42966181211934545
251,0.4295785205675509
252,0.42946937681056213
253,0.42933464185744746
254,0.42917457215114324
255,0.42898941944957164
256,0.4287794306722659
257,0.4285448477223594
258,0.4282859072929485
259,0.428002840665945
260,0.42769587351063104
261,0.4273652256881982
262,0.4272160357031704
263,0.4274223898077298
264,0.4276153725331823
265,0.4277938813024889
266,0.42795685644919795
267,0.4281032813694082
268,0.42823218255086176
269,0.4283426294874439
270,0.4284337344874362
271,0.428504652383862
272,0.428554580155239
273,0.4285827564649323
274,0.4285884611271495
275,0.42857101450741025
276,0.4285297768650818
277,0.42846414764525204
278,0.4283735647269274
279,0.428257503634172
280,0.42811547671645395
281,0.42794703230409686
282,0.4277517538443411
283,0.4370494891431718
284,0.44044320983148494
285,0.44377353955613924
286,0.4470400373147117
287,0.45024234432405247
288,0.4533801837150136
289,0.45645335980837226
290,0.45946175696757846
291,0.462405338038367
292,0.4652841423973772
293,0.46809828364168643
294,0.47084794695858584
295,0.4735333862201258
296,0.47615492085011596
297,0.47871293251259034
298,0.4812078616704713
299,0.4836402040615752
300,0.48601050713638566
301,0.48831936649847
302,0.49056742238422973
303,0.49275535621404515
304,0.49488388724203
305,0.4969537693266635
306,0.4989657878396702
307,0.5009207567258194
308,0.5028195157218656
309,0.5046629277387509
310,0.5064518764075034
311,0.5081872637860212
312,0.5098700082211609
313,0.511501042358254
314,0.5130813112884065
315,0.5146117708225715
316,0.5160933858805525
317,0.5175271289826295
318,0.5189139788314461
319,0.5202549189720806
320,0.5215509365188098
321,0.5228030209379055
322,0.5240121628768251
323,0.525179353031344
324,0.5263055810434423
325,0.5273918344240744
326,0.5284390974962927
327,0.5294483503554814
328,0.5304205678446836
329,0.5313567185441554
