,0
0,0.9769247287974278
1,0.9769406733978473
2,0.9769565926935408
3,0.9769724867382593
4,0.9769883555856117
5,0.9770041992890577
6,0.9770200179019177
7,0.977035811477367
8,0.977051580068438
9,0.9770673237280189
10,0.9770830425088591
11,0.9770987364635677
12,0.977114405644611
13,0.9771300501043151
14,0.9771456698948647
15,0.977161265068311
16,0.977176835676563
17,0.9771923817713902
18,0.9772079034044278
19,0.9772234006271706
20,0.9772388734909788
21,0.9772543220470785
22,0.977269746346556
23,0.9772851464403652
24,0.9773005223793235
25,0.9773158742141148
26,0.977331201995291
27,0.9773465057732706
28,0.9773617855983382
29,0.977377041520644
30,0.9773922735902092
31,0.9774074818569267
32,0.9774226663705526
33,0.9774378271807153
34,0.9774529643369142
35,0.977468077888517
36,0.9774831678847655
37,0.9774982343747697
38,0.9775132774075165
39,0.9775282970318572
40,0.9775432932965251
41,0.9775582662501199
42,0.977573215941118
43,0.9775881424178671
44,0.9776030457285967
45,0.9776179259214041
46,0.9776327830442653
47,0.9776036861901433
48,0.9776182164318147
49,0.9776327253390672
50,0.9776472129550958
51,0.9776616793229688
52,0.9776761244856341
53,0.977690548485915
54,0.9777049513665119
55,0.9777193331700028
56,0.9777336939388475
57,0.9777480337153762
58,0.9773448643619295
59,0.9773599384814555
60,0.9773749901301381
61,0.9773900193524426
62,0.9774050261927139
63,0.9774200106951686
64,0.9774349729039039
65,0.9774499128628972
66,0.977464830615999
67,0.977479726206941
68,0.9774945996793359
69,0.9775094510766734
70,0.9775242804423251
71,0.97744534172432
72,0.9775502262937978
73,0.9774710048612962
74,0.9774854018046052
75,0.977587190788005
76,0.9775109598351205
77,0.9775253002555595
78,0.9776240032404685
79,0.9775507537196667
80,0.9775650379022358
81,0.9776606644507608
82,0.9775903873361962
83,0.9776862294358607
84,0.9776156688219556
85,0.9776298612349873
86,0.977722638439802
87,0.9780818952333324
88,0.9780950880886521
89,0.9781082643021125
90,0.9781214238975883
91,0.9781345668989196
92,0.9781476933299054
93,0.9781608032143158
94,0.9781738965758775
95,0.9781869734382868
96,0.9782000338252002
97,0.9782130777602388
98,0.9782261052669906
99,0.9782391163690084
100,0.9782521110898013
101,0.9782650894528527
102,0.9782780514816052
103,0.9782909971994677
104,0.9783039266298137
105,0.9783168397959773
106,0.9783297367212676
107,0.9783426174289453
108,0.9783554819422488
109,0.9783683302843715
110,0.9783811624784775
111,0.9783939785476942
112,0.9784067785151173
113,0.9784195624038018
114,0.9784323302367725
115,0.9784450820370209
116,0.9784578178274987
117,0.9784705376311275
118,0.978483241470795
119,0.9784959293693528
120,0.9785086013496187
121,0.978521257434374
122,0.9785338976463739
123,0.9785465220083296
124,0.9785591305429251
125,0.9777226491172789
126,0.9777370838881252
127,0.9785881137111491
128,0.9777594041372112
129,0.9777737849429785
130,0.9786169941893733
131,0.9777960198712923
132,0.9778103469593961
133,0.9786457724042569
134,0.9778324969417724
135,0.977846770558267
136,0.9786744487802431
137,0.9778688359675479
